tissue,round_x,before_ncc,after_ncc,intensity,mean_rmse
GCA022TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA022TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_13_initial_reg.tif,[0.78576691],[0.87439133],1.048052002162143,1.4831656
GCA022TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA022TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_14_initial_reg.tif,[0.79041432],[0.87749137],0.9449354306309647,1.4823493
GCA022TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA022TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_15_initial_reg.tif,[0.77457575],[0.87247899],1.0034528085452892,1.5255386
GCA022TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA022TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_16_initial_reg.tif,[0.78488417],[0.87263894],0.8875900861522537,1.5058495
GCA022TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA022TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_17_initial_reg.tif,[0.78405132],[0.87260509],1.0765948273149262,1.4967599
GCA022TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA022TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_18_initial_reg.tif,[0.78389627],[0.87797837],0.8570445958600102,1.532349
GCA033ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA033ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_01_initial_reg.tif,[0.91875203],[0.95626349],0.9510055682205346,1.3748434
GCA033ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA033ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_02_initial_reg.tif,[0.92333432],[0.95773841],1.0906563310591937,1.367209
GCA033ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA033ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_03_initial_reg.tif,[0.86160517],[0.90563826],0.6619998712719639,1.4112929
GCA033ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA033ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_04_initial_reg.tif,[0.85153019],[0.9000462],0.7484444547199278,1.3900776
GCA033ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA033ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_05_initial_reg.tif,[0.82728615],[0.88070928],0.79757187547013,1.4037888
GCA033ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA033ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_06_initial_reg.tif,[0.83805452],[0.89108703],0.7507694683592492,1.412236
GCA033ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA033ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_07_initial_reg.tif,[0.8257336],[0.88447503],0.6891815777501143,1.4254752
GCA033ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA033ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_08_initial_reg.tif,[0.81115566],[0.87554376],0.7006585174971683,1.4224755
GCA033ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA033ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_09_initial_reg.tif,[0.80713495],[0.87263533],0.9946229595652655,1.4135666
GCA033ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA033ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_10_initial_reg.tif,[0.8088637],[0.87377363],1.052761954730492,1.4194937
GCA033ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA033ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_11_initial_reg.tif,[0.81550357],[0.87763937],1.0264941880614034,1.4161576
GCA033ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA033ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_12_initial_reg.tif,[0.80286797],[0.86949851],0.9657718270162013,1.429374
GCA033ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA033ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_13_initial_reg.tif,[0.77867656],[0.85142493],1.070547037597791,1.4451268
GCA033ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA033ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_14_initial_reg.tif,[0.76110804],[0.84227048],1.081458923257331,1.4597414
GCA033ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA033ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_15_initial_reg.tif,[0.76414702],[0.84265581],1.0449491900309398,1.4668846
GCA033ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA033ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_16_initial_reg.tif,[0.77458265],[0.85043609],1.0964434869804318,1.4401815
GCA033ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA033ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_17_initial_reg.tif,[0.76046089],[0.85074519],1.0021767588894908,1.4738598
GCA033ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA033ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_18_initial_reg.tif,[0.76477491],[0.86357711],0.7497580189006999,1.4758222
GCA033TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA033TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_01_initial_reg.tif,[0.91838323],[0.96215705],0.8458504057956439,1.3500682
GCA033TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA033TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_02_initial_reg.tif,[0.9303816],[0.97102741],1.0614296717959302,1.3431143
GCA033TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA033TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_03_initial_reg.tif,[0.88828175],[0.937399],0.7651913623290378,1.379712
GCA033TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA033TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_04_initial_reg.tif,[0.8767478],[0.93724809],0.974382464906289,1.3664118
GCA033TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA033TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_05_initial_reg.tif,[0.86303729],[0.91402405],1.1011323487601314,1.373704
GCA033TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA033TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_06_initial_reg.tif,[0.86911696],[0.92516626],0.9046969424804359,1.3789405
GCA033TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA033TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_07_initial_reg.tif,[0.85489554],[0.908879],0.8923193670120957,1.3730906
GCA033TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA033TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_08_initial_reg.tif,[0.83852783],[0.89662877],0.8400496747466952,1.3902346
GCA033TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA033TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_09_initial_reg.tif,[0.82467687],[0.88908132],1.0544339633825914,1.4148476
GCA033TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA033TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_10_initial_reg.tif,[0.8306191],[0.8946846],1.1799566790496732,1.3876001
GCA033TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA033TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_11_initial_reg.tif,[0.82769866],[0.89255957],1.2510032570494396,1.3803303
GCA033TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA033TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_12_initial_reg.tif,[0.82272858],[0.88762993],1.0106997419720762,1.3895193
GCA033TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA033TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_13_initial_reg.tif,[0.80585664],[0.87334133],1.4683306799975808,1.3964334
GCA033TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA033TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_14_initial_reg.tif,[0.81503398],[0.87959572],1.5967388336495918,1.4076003
GCA033TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA033TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_15_initial_reg.tif,[0.80606273],[0.87335016],1.5484893558851642,1.4050546
GCA033TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA033TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_16_initial_reg.tif,[0.81486635],[0.88017573],1.4582838867921857,1.4150684
GCA033TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA033TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_17_initial_reg.tif,[0.81216654],[0.88246177],1.4612617767222165,1.4281055
GCA033TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA033TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_18_initial_reg.tif,[0.81182886],[0.89477558],1.059530241603115,1.4372361
GCA035ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA035ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_01_initial_reg.tif,[0.84758594],[0.89045197],1.0643252171088562,1.417506
GCA035ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA035ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_02_initial_reg.tif,[0.82199231],[0.88818164],2.749793984636223,1.4198033
GCA035ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA035ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_03_initial_reg.tif,[0.75529929],[0.83028202],8.166904811826711,1.4221512
GCA035ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA035ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_04_initial_reg.tif,[0.74747947],[0.82640501],3.795714174624499,1.4215742
GCA035ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA035ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_05_initial_reg.tif,[0.60091878],[0.73154375],5.590821589499578,1.4316005
GCA035ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA035ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_06_initial_reg.tif,[0.57045342],[0.71335034],23.03874852262029,1.4336314
GCA035ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA035ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_07_initial_reg.tif,[0.57207038],[0.67260045],29.491689750370572,1.4305451
GCA035ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA035ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_08_initial_reg.tif,[0.50656747],[0.64054671],22.93958039619724,1.4327656
GCA035ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA035ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_09_initial_reg.tif,[0.50902107],[0.6311864],20.970269195133238,1.4316577
GCA035ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA035ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_10_initial_reg.tif,[0.46002657],[0.60489814],17.469144290938857,1.4368728
GCA035ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA035ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_11_initial_reg.tif,[0.39441065],[0.5736596],23.05498376784626,1.4422841
GCA035ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA035ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_12_initial_reg.tif,[0.49770135],[0.60555038],28.49460983811387,1.4320562
GCA035ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA035ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_13_initial_reg.tif,[0.4413538],[0.58624479],4.70751562672123,1.4365146
GCA035ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA035ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_14_initial_reg.tif,[0.48211517],[0.59457562],7.228086291798312,1.431619
GCA035ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA035ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_15_initial_reg.tif,[0.42519406],[0.61381433],14.453670965609579,1.4453803
GCA035ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA035ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_16_initial_reg.tif,[0.34417897],[0.47926576],54.90836907328173,1.4469929
GCA035ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA035ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_17_initial_reg.tif,[0.59706753],[0.73359814],0.9741583611517932,1.4375209
GCA035ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA035ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_18_initial_reg.tif,[0.14678411],[0.18317911],43.66198426276181,1.4505607
GCA035TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA035TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_01_initial_reg.tif,[0.90410431],[0.95816089],0.8251718977420105,1.3881712
GCA035TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA035TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_02_initial_reg.tif,[0.89197015],[0.94470992],0.937852694184784,1.3764511
GCA035TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA035TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_03_initial_reg.tif,[0.82554395],[0.91545266],0.6391177903314209,1.4408177
GCA035TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA035TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_04_initial_reg.tif,[0.81365034],[0.91993456],0.848154459879507,1.436938
GCA035TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA035TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_05_initial_reg.tif,[0.8063701],[0.90626156],0.905783897732573,1.4314083
GCA035TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA035TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_06_initial_reg.tif,[0.80116776],[0.90068545],0.7479651578103451,1.4397099
GCA035TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA035TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_07_initial_reg.tif,[0.79567485],[0.89390007],0.6920605879610302,1.4338474
GCA035TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA035TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_08_initial_reg.tif,[0.7814031],[0.88113449],0.798291216780974,1.4445227
GCA035TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA035TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_09_initial_reg.tif,[0.79366631],[0.88746093],0.9382686793955239,1.4350126
GCA035TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA035TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_10_initial_reg.tif,[0.77883892],[0.87401875],0.8787870131404639,1.4492667
GCA035TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA035TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_11_initial_reg.tif,[0.78476257],[0.87812911],0.9571806039096638,1.4427167
GCA035TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA035TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_12_initial_reg.tif,[0.77731856],[0.87232111],0.8265471449765381,1.4370934
GCA035TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA035TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_13_initial_reg.tif,[0.76724668],[0.86476496],0.977602631988623,1.4542891
GCA035TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA035TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_14_initial_reg.tif,[0.77259241],[0.86351691],0.8993554131622183,1.4422816
GCA035TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA035TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_15_initial_reg.tif,[0.76514536],[0.85804203],0.9412311734656078,1.4476178
GCA035TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA035TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_16_initial_reg.tif,[0.76105256],[0.85505289],0.9285303483619688,1.4460392
GCA035TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA035TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_17_initial_reg.tif,[0.76583455],[0.8607378],1.106425390803153,1.4427509
GCA035TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA035TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_18_initial_reg.tif,[0.76341055],[0.85976688],0.7869802412527048,1.4509956
GCA039ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA039ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_01_initial_reg.tif,[0.83736956],[0.88554648],0.47671510281404217,1.4912181
GCA039ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA039ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_02_initial_reg.tif,[0.84006985],[0.89155956],0.6056977362232655,1.421871
GCA039ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA039ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_03_initial_reg.tif,[0.7876663],[0.8685383],0.5091437413222246,1.5067232
GCA039ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA039ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_04_initial_reg.tif,[0.79704099],[0.88333539],0.6392628084293849,1.4640324
GCA039ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA039ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_05_initial_reg.tif,[0.78857371],[0.86432048],0.5963050476182986,1.4549782
GCA039ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA039ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_06_initial_reg.tif,[0.79803281],[0.87453545],0.5315758457157348,1.4827975
GCA039ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA039ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_07_initial_reg.tif,[0.76660437],[0.84737303],0.6932149721477607,1.51297
GCA039ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA039ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_08_initial_reg.tif,[0.73727504],[0.82708095],0.6012361538662332,1.5301903
GCA039ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA039ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_09_initial_reg.tif,[0.7438875],[0.82900079],0.7889661216079672,1.5079263
GCA039ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA039ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_10_initial_reg.tif,[0.71791504],[0.80658389],0.7093139621545117,1.5169767
GCA039ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA039ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_11_initial_reg.tif,[0.71508012],[0.80454013],0.7328159741173988,1.5311774
GCA039ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA039ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_12_initial_reg.tif,[0.70678696],[0.79813443],0.7359615544582035,1.5517921
GCA039ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA039ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_13_initial_reg.tif,[0.68935784],[0.78965688],0.8171542614406795,1.541416
GCA039ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA039ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_14_initial_reg.tif,[0.70148554],[0.8009214],0.7547062329829338,1.5422056
GCA039ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA039ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_15_initial_reg.tif,[0.67295238],[0.79406421],0.8808060950919496,1.6318039
GCA039ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA039ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_16_initial_reg.tif,[0.68001797],[0.78005303],0.9755490025327304,1.5634677
GCA039ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA039ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_17_initial_reg.tif,[0.6679199],[0.77617063],1.0184782370597847,1.5716529
GCA039ACB_TISSUE01_,/nfs2/baos1/rudravg/GCA039ACB_TISSUE01_DAPI_DAPI_12ms_ROUND_18_initial_reg.tif,[0.68345789],[0.79663434],0.6049585864928135,1.5780542
GCA039TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA039TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_01_initial_reg.tif,[0.90675816],[0.95445443],0.781862172112454,1.3805408
GCA039TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA039TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_02_initial_reg.tif,[0.88736343],[0.94219596],0.8493420098888419,1.4005622
GCA039TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA039TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_03_initial_reg.tif,[0.86264563],[0.91814563],0.6383212614974451,1.419792
GCA039TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA039TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_04_initial_reg.tif,[0.85219023],[0.91212909],0.7571763378253396,1.4118304
GCA039TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA039TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_05_initial_reg.tif,[0.87381061],[0.92864986],0.7912651593689176,1.3933778
GCA039TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA039TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_06_initial_reg.tif,[0.85898466],[0.91830419],0.6832177822705975,1.4081377
GCA039TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA039TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_07_initial_reg.tif,[0.85454513],[0.91141926],0.6643598052823083,1.4122338
GCA039TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA039TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_08_initial_reg.tif,[0.82827112],[0.89261725],0.6906923060546808,1.433803
GCA039TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA039TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_09_initial_reg.tif,[0.82989275],[0.89512432],0.7727228014937612,1.420702
GCA039TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA039TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_10_initial_reg.tif,[0.82447828],[0.8889598],0.7216204874464967,1.4248935
GCA039TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA039TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_11_initial_reg.tif,[0.83107728],[0.89348657],0.8641353863184823,1.4131761
GCA039TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA039TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_12_initial_reg.tif,[0.83443895],[0.89544577],0.7912606976285171,1.4074713
GCA039TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA039TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_13_initial_reg.tif,[0.83230102],[0.8996523],1.0015396803517773,1.4013612
GCA039TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA039TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_14_initial_reg.tif,[0.83088866],[0.89465275],0.9267813841986365,1.4131205
GCA039TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA039TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_15_initial_reg.tif,[0.80802231],[0.88790125],0.9774659930627589,1.4772727
GCA039TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA039TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_16_initial_reg.tif,[0.81805994],[0.88625871],0.8800288708988738,1.421829
GCA039TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA039TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_17_initial_reg.tif,[0.81697428],[0.89418735],1.1777744650558282,1.4192791
GCA039TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA039TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_18_initial_reg.tif,[0.79900248],[0.87476681],0.8727040702241089,1.4359593
GCA045ACB_,/nfs2/baos1/rudravg/GCA045ACB_DAPI_DAPI_12ms_ROUND_01_initial_reg.tif,[0.89845924],[0.9478746],0.644432470477083,1.3516318
GCA045ACB_,/nfs2/baos1/rudravg/GCA045ACB_DAPI_DAPI_12ms_ROUND_02_initial_reg.tif,[0.89414482],[0.9457665],0.7198988539084472,1.351731
GCA045ACB_,/nfs2/baos1/rudravg/GCA045ACB_DAPI_DAPI_12ms_ROUND_03_initial_reg.tif,[0.86354583],[0.91631054],0.5508824173150316,1.388473
GCA045ACB_,/nfs2/baos1/rudravg/GCA045ACB_DAPI_DAPI_12ms_ROUND_04_initial_reg.tif,[0.86518523],[0.92292438],0.7367809779006909,1.3544478
GCA045ACB_,/nfs2/baos1/rudravg/GCA045ACB_DAPI_DAPI_12ms_ROUND_05_initial_reg.tif,[0.84605432],[0.90607816],0.8691130996020574,1.3667376
GCA045ACB_,/nfs2/baos1/rudravg/GCA045ACB_DAPI_DAPI_12ms_ROUND_06_initial_reg.tif,[0.84538916],[0.9058169],0.6522211482117112,1.3717979
GCA045ACB_,/nfs2/baos1/rudravg/GCA045ACB_DAPI_DAPI_12ms_ROUND_07_initial_reg.tif,[0.83416403],[0.90185735],0.6620247225050903,1.3797145
GCA045ACB_,/nfs2/baos1/rudravg/GCA045ACB_DAPI_DAPI_12ms_ROUND_08_initial_reg.tif,[0.81528467],[0.8899493],0.7352797343119335,1.3900367
GCA045ACB_,/nfs2/baos1/rudravg/GCA045ACB_DAPI_DAPI_12ms_ROUND_09_initial_reg.tif,[0.81263221],[0.88573448],0.9571778335691374,1.3953022
GCA045ACB_,/nfs2/baos1/rudravg/GCA045ACB_DAPI_DAPI_12ms_ROUND_10_initial_reg.tif,[0.80909392],[0.87624601],1.0588943879502632,1.3837718
GCA045ACB_,/nfs2/baos1/rudravg/GCA045ACB_DAPI_DAPI_12ms_ROUND_11_initial_reg.tif,[0.80207505],[0.8685882],1.0691143357747241,1.4126254
GCA045ACB_,/nfs2/baos1/rudravg/GCA045ACB_DAPI_DAPI_12ms_ROUND_12_initial_reg.tif,[0.79764397],[0.86677162],0.9044342094614638,1.4153249
GCA045ACB_,/nfs2/baos1/rudravg/GCA045ACB_DAPI_DAPI_12ms_ROUND_13_initial_reg.tif,[0.80122543],[0.87296902],1.1930927788875008,1.4052716
GCA045ACB_,/nfs2/baos1/rudravg/GCA045ACB_DAPI_DAPI_12ms_ROUND_14_initial_reg.tif,[0.80805787],[0.87825989],0.947729594325717,1.3966037
GCA045ACB_,/nfs2/baos1/rudravg/GCA045ACB_DAPI_DAPI_12ms_ROUND_15_initial_reg.tif,[0.80084541],[0.87154731],1.0156344965224207,1.3946128
GCA045ACB_,/nfs2/baos1/rudravg/GCA045ACB_DAPI_DAPI_12ms_ROUND_16_initial_reg.tif,[0.8068243],[0.87805242],1.1297634066473987,1.3861586
GCA045ACB_,/nfs2/baos1/rudravg/GCA045ACB_DAPI_DAPI_12ms_ROUND_17_initial_reg.tif,[0.79465653],[0.86814769],1.1177871475465948,1.4058354
GCA045ACB_,/nfs2/baos1/rudravg/GCA045ACB_DAPI_DAPI_12ms_ROUND_18_initial_reg.tif,[0.78552372],[0.86652225],0.7138086708779617,1.4070365
GCA045TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA045TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_01_initial_reg.tif,[0.80049873],[0.92536727],0.7459782110773163,1.6021376
GCA045TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA045TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_02_initial_reg.tif,[0.83366246],[0.93459998],0.7964295691202482,1.5255061
GCA045TIB_TISSUE01_,/nfs2/baos1/rudravg/GCA045TIB_TISSUE01_DAPI_DAPI_12ms_ROUND_03_initial_reg.tif,[0.80529057],[0.89234537],0.6105313698616277,1.5607603
