Instances,Mean_CD11B,Mean_CD20,Mean_CD3D,Mean_CD45,Mean_CD4,Mean_CD68,Mean_CD8,Mean_CGA,Mean_LYSOZYME,Mean_NAKATPASE,Mean_PANCK,Mean_SMA,Mean_SOX9,Mean_VIMENTIN,Mean_OLFM4,Epi+,Stroma+,Immune+,Progenitor,final_Enteroendocrine,final_Enterocytes,Fibroblasts/Stromal(undetermined),final_Fibroblasts,final_Stromal,final_Myeloid,final_Helper T,final_Cytotoxic T,final_T-cell receptor,final_Monocyte,final_Macrophage,final_B cell,final_Leukocyte,final_Progenitor
4211,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.984758163632287,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4216,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3.373424935817e-10,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4236,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.83769590935835,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4240,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999999999999334,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4243,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.999022117337853,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4250,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.0587899039460264,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4251,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0001055046138988,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4256,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.0054509352145994,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4270,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4271,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999999999232891,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4280,False,False,False,False,False,False,False,False,False,False,False,True,False,True,9.61233472940788e-12,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4288,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
4295,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9.43381203073993e-08,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4302,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2.02630011847185e-07,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4306,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999999991599053,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4310,False,False,False,False,False,False,False,False,False,True,True,False,False,False,2.27734373769922e-06,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4316,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2.21208638802409e-08,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4325,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.64999884911954e-11,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4327,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.90485474688015e-09,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4331,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.09548766182028e-14,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4352,False,False,False,False,False,False,False,False,False,False,False,True,False,True,3.22539087393583e-08,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4355,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
4358,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3.6593247229471696e-11,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4371,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.62324614097662e-08,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4372,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3.81322719462755e-08,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4373,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.44336627347353e-07,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4376,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
4378,False,False,False,False,False,False,False,False,False,False,False,True,False,True,7.45490210019241e-07,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4379,False,False,False,False,False,False,False,False,False,True,True,False,True,False,1.68380848059215e-08,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4384,False,False,False,False,False,False,False,False,False,False,False,True,False,True,5.91348799674716e-11,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4388,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.6713463181905e-06,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4393,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.0046870217755028,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4398,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999999999940779,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4400,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999999990951482,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4404,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.994757402148727,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4405,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.99978426461595,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4409,False,False,False,False,False,False,False,False,False,False,False,True,False,True,4.7136600340356294e-12,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4411,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4414,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
4431,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.999999994425118,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4441,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999999999991941,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4449,False,False,False,False,False,False,False,False,False,True,True,False,False,False,2.03231385838632e-09,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4455,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.990920769165034,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4457,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.00622959972524e-08,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4466,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.85635968498946e-16,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4468,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999999996099295,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4472,False,False,False,False,False,False,False,False,False,False,False,True,False,True,9.80085977856221e-06,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4474,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.616554839687223,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4479,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999999188656073,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4481,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999999995388397,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4483,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.05212420231037e-05,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4484,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0013905923529746,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4490,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.996236780355994,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4505,False,False,False,False,False,False,False,False,False,False,False,True,False,True,4.35234153372837e-10,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4525,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999923105791305,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4527,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.0018841181851478,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4531,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.01975409617525e-11,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4536,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.30147467162457e-09,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4537,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3.05646744717323e-13,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4539,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
4541,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.0001318286336599,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4542,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.137393438980756,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4545,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.966411998438015,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4549,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999999889444114,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4551,False,False,False,False,False,False,False,False,False,True,True,False,False,False,3.17024248129981e-05,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4563,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.4134809201534599e-11,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4564,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
4568,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.21716226517875e-07,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4573,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999985809449496,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4575,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.2648578668119402e-09,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4577,False,False,True,False,True,False,False,False,False,False,False,False,False,True,0.0,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
4581,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6.66438779948987e-06,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4586,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.999958060499726,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4591,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999446052196113,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4592,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999984622365419,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4593,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.5626721364278e-06,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4595,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.99999999790206,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4598,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.0493734472615419,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4603,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
4604,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.44105932751544e-05,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4611,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.581907019366249,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4623,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.00883718810726e-08,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4629,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.21027822931333e-07,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4632,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5.85635968498946e-16,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4638,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3.89363390417957e-14,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4653,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.210704973761379e-13,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4661,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999999999998956,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4665,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4.16462214514452e-07,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4667,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999999670610798,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4672,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999785245979185,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4678,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
4679,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.0009058712811627,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4681,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.99999924507444,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4684,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999999999886045,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4687,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.99999998162829,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4692,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.504478072033429,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4699,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.60088872629276e-08,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4704,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
4705,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.081781672459787,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4707,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999999999980817,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4711,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
4715,False,False,False,False,False,False,False,False,False,False,False,True,False,True,7.013325548103061e-09,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4717,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999999997368127,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4718,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.999993358797623,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4724,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.99999990321322,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4735,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4.3107988294066296e-11,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4738,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.9797664310339e-10,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4739,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.999999983599769,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4742,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999999999999889,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4745,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3.43578831884122e-08,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4749,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999999991038155,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4750,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3.31010724096349e-10,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4756,False,False,False,False,False,False,False,False,False,False,False,True,False,True,5.67278599014098e-06,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4760,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.28894454804299e-05,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4762,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4.02096085641369e-14,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4766,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
4771,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.605088867456814,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4773,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8.47171688461926e-06,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4775,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2.68085700266879e-12,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4776,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.992994888708272,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4782,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999999992839742,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4788,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999999997990425,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4790,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
4797,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999999999915068,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4818,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
4825,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.998067449156613,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4826,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.999999966731693,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4832,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2.79361293799946e-08,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4841,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.7302019081941602e-09,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4842,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0729145328049598e-11,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4843,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999999939770706,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4844,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.998527116517427,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4858,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0220905505584327,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4861,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
4874,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
4885,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.99988727037723,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4890,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
4891,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3.0477158932427896e-11,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4896,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.978416524787294,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4902,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0657959132734907,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4916,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
4932,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.98444640988551,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4933,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.92565718992254e-11,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4934,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4936,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
4943,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2.3317365375296203e-10,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4944,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0021642262103164,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4950,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999999998934741,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4951,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
4957,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8.84395655801622e-08,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4959,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999992892675747,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4966,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.08417304905327e-12,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4976,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.40740999168566e-06,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4979,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2.90601006836845e-10,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4986,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
4990,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
4991,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0006416254931212,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4992,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999999999559517,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4994,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
4997,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2.6152514203368498e-11,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
5007,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
5009,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
5019,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3.54499172122457e-05,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
5025,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
5036,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3.30821270327482e-09,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
5043,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.18216646680055e-05,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
5045,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999999999921466,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5063,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
5064,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.27471756041936e-10,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
5066,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
5074,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999999999803665,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5075,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
5086,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2.4372728624755903e-14,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
5087,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999959892166322,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5096,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.09363785479281e-09,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
5102,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999999999988497,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5108,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999998970610053,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5123,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2.75827041507188e-06,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
5128,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2.89809874362544e-06,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
5141,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.999999999441183,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5159,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0514357985596709,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
