Instances,Mean_CD11B,Mean_CD20,Mean_CD3D,Mean_CD45,Mean_CD4,Mean_CD68,Mean_CD8,Mean_CGA,Mean_LYSOZYME,Mean_NAKATPASE,Mean_PANCK,Mean_SMA,Mean_SOX9,Mean_VIMENTIN,Mean_OLFM4,Mean_MUC2,Undefined,Epi+,Stroma+,Immune+,Progenitor,final_Enteroendocrine,final_Enterocytes,Fibroblasts/Stromal(undetermined),final_Fibroblasts,final_Stromal,final_Myeloid,final_Helper T,final_Cytotoxic T,final_T-cell receptor,final_Monocyte,final_Macrophage,final_B cell,final_Leukocyte,final_Progenitor
8561,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0.0001636760739576,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8562,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.414761897484488,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8563,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
8564,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,0.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
8565,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,0.0031113218757328,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8566,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1.7554129676748e-05,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8567,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0.595952652476395,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8568,False,False,False,True,False,False,False,False,False,True,True,True,False,True,False,0.0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8569,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.0001180389157505,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8570,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.66108411623191,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8571,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,0.660153981532124,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8572,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0012581093238161,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
8573,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8574,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.0015434730916063,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8575,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,1.63695350127876e-06,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8576,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,0.0104539738318756,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8577,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,0.834925137098166,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8578,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,7.74543975111209e-05,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
8579,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,0.0160399614325868,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8580,False,False,True,False,False,False,False,False,False,True,True,True,False,True,False,1.01601387560259e-07,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8581,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
8582,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0009639018042126,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8583,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,0.0013493506674274,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8584,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.542084888064342e-09,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8585,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,6.20355164893249e-06,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
8586,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,5.9652430202888e-05,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8587,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8588,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,2.10399183424819e-06,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8589,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2.32022091189053e-09,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8590,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,0.0231794912854831,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8591,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,6.00251986207402e-05,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8592,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8593,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8594,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1.7031944590285e-08,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8595,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,0.0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8596,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8597,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.0001820396874862,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8598,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0180945935312389,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8599,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0001151729726627,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8600,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,0.0041167567834471,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8601,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.0010453189902506,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8602,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,0.0238925933759504,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8603,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0012517905379682,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8604,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
8605,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8606,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0001685482419125,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8607,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,0.33547403474252,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8608,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,0.285110826848802,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8609,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.142356920015335,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8610,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,0.0003347395278322,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8611,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0026580739256682,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8612,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8613,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8614,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2.25457251942287e-06,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8615,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,2.43293040273781e-05,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8616,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,0.999147153901738,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8617,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,0.0173698214071724,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8618,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3.64463601993106e-07,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8619,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,0.991819468437312,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8620,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,0.605576193399793,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8621,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1.02613075635342e-07,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8622,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,7.44568646994748e-07,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8623,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.129453107298503,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8624,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1.12609393196935e-07,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8625,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8626,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
8627,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,0.00058417488521,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8628,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.0024556750263901,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8629,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0001204328569943,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8630,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0004520635484561,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8631,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0757983575218557,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8632,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0172537024221418,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8633,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,2.36905895542447e-05,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8634,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.04945620172396e-08,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8635,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,2.51683796997991e-06,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8636,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,0.24641157770947,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8637,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0040433269885649,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8638,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0.991945353709777,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
8639,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,5.00563220404668e-08,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8640,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.27483213904044e-06,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8641,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0001480294341631,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8642,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0059619083592619,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8643,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,0.0004233558700073,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
8644,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0067678139256593,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
8645,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,0.761486225351484,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
8646,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,4.32872382468567e-08,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8647,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.23475645536033e-07,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8648,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2.17958276316551e-05,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8649,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0.0033265785124211,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
8650,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,8.69948768167747e-05,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8651,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,0.0060232673314995,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8652,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,0.106771393179602,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8653,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,0.949334218274844,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8654,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2.05979967766985e-05,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8655,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8656,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0017079522111839,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8657,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8658,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.59125622054966e-05,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8659,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0002990280707536,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8660,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8661,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.09806507685148e-08,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8662,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2.02595665284559e-05,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8664,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,0.999706709426487,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8665,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,3.08158216957309e-06,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8666,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.0019481935866509,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8667,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0018139646196104,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
8668,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.06802094852595e-07,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8669,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.89262156687026e-05,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8670,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0036833209371862,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8671,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.16892329405233e-07,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8672,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.000387900492623,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8673,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.28970613611366e-05,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8674,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,0.0116114334086711,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8675,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.0001334008806248,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8676,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.0201256053317773,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8677,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4.74065534504954e-09,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8678,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.17316749072718e-06,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8679,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0020428287911574,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8680,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0003317878890625,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8681,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,2.09738165150389e-06,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8682,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0.0003868602301054,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8683,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3.41115007215556e-05,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8684,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0082290770794689,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8685,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,0.542167883946634,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8686,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0014671496590605,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
8687,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0.0741018346121801,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8688,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0053929233313101,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8689,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.72195327051873e-05,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8690,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,0.0055123148992658,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8691,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0422004029798363,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8692,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0001392867221229,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8693,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,0.0008875461185503,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8694,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,0.993011912702322,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8695,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,5.5731753750982e-06,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8696,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,0.0004437365628841,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8697,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8698,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,6.61397148778748e-09,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
8699,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0003283445918113,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8700,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,9.3110689626562e-05,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8701,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,2.73831573701996e-06,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8702,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.0005321245297203,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8703,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0001202735124962,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8704,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0002202592916789,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8705,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,0.0010208691510038,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8706,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0191369374625315,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8707,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,0.002574171485305,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8708,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,3.03806271230769e-07,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8709,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,0.001100868692305,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8710,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,0.301141093551202,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8711,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0087766592074238,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8712,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.00013376315706,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
8713,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.66650374981103e-07,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8714,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.02141830090833e-05,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
8715,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0044901043980268,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
8716,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0.991702873754704,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
8717,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1.96610468447111e-07,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8718,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3.67759805087411e-05,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8719,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0014022026739518,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8720,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8721,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0003227831976936,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8722,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,0.0002476337474175,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8723,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,0.413192309442626,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8724,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1.96772462368474e-10,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8725,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0064117131057357,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8726,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,0.0001403974709304,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8727,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,1.20318466338623e-05,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8728,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4.22540718335577e-08,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8729,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,0.0002320241174423,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8730,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,2.18126702215111e-07,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8731,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,0.0161832237393031,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
