Instances,Mean_CD11B,Mean_CD20,Mean_CD3D,Mean_CD45,Mean_CD4,Mean_CD68,Mean_CD8,Mean_CGA,Mean_LYSOZYME,Mean_NAKATPASE,Mean_PANCK,Mean_SMA,Mean_SOX9,Mean_VIMENTIN,Mean_OLFM4,Mean_MUC2,Undefined,Epi+,Stroma+,Immune+,Progenitor,final_Enteroendocrine,final_Enterocytes,Fibroblasts/Stromal(undetermined),final_Fibroblasts,final_Stromal,final_Myeloid,final_Helper T,final_Cytotoxic T,final_T-cell receptor,final_Monocyte,final_Macrophage,final_B cell,final_Leukocyte,final_Progenitor
1665,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0007419230423783,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1666,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.0008769693220305,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1667,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,0.254948578800861,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1668,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0058947328940553,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1669,False,False,False,True,False,False,True,False,False,False,False,True,True,True,False,0.001280309456134,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1670,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0003162240094101,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1671,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.323154291882028,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1672,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.277563543867484,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1673,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0027359684076951,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1674,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0.422055499874399,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1675,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,0.996782020165727,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1676,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0002364942590362,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1677,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,4.30832995649821e-05,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1678,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,0.0015464759083392,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1679,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,0.935847583532122,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1680,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0177346483620961,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1681,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0.0144707723489512,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1682,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.3414427850903e-05,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1683,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.0037771378013331,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1684,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,0.0057499589866411,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1685,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0257713475331911,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1686,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0098980689252719,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1687,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0098805852432939,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1688,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.119192914385023,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1689,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0019034077065071,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1690,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0019682633481334,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1691,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0007948305704389,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1692,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0049425571301085,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1693,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.142169846189574,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1694,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0.008077803514028,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1695,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0007381272501233,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1696,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,0.331454106557783,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1697,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0011279349405244,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1698,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0003540543029316,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1699,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.001204789363009,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1700,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.0040013487788293,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1701,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0.0543929431847457,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1702,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0113081347315108,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1703,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.24800961528218e-07,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1704,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,0.0291879267507961,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1705,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.982153039957555,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1706,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1.75685930102451e-06,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1707,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1708,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,9.4484735912456e-05,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1709,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.104775622956656,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1710,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.131801368646399,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1711,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0048102516697525,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1712,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0.177334129144078,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1713,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,0.309292084145525,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1714,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0022855231868241,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1715,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0216269530745899,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1716,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,0.0844649426884829,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1717,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,0.107751877607238,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1718,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.0313051954672693,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1719,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,0.0015490004287372,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1720,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0050125722047347,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1721,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.0029254655886223,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1722,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0183894606598226,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1723,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.100816019172881,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1724,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,7.49343508106646e-05,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1725,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,0.897670438373643,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1726,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.029304068751905,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1727,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.0960681387840652,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1728,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,0.0166153747074048,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1729,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.358101967872248,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1730,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0004844669869587,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1731,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,0.0176661509444288,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1732,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0057371495559987,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1733,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.390955268275457,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1734,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,0.441251025317887,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1735,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.0127573626438818,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1736,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.984564879547289,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1737,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0017938639578711,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1738,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,0.182504883369769,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1739,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0004822129309663,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1740,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0211237493314035,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1741,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0019020412306828,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1742,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,0.0310015280775133,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1743,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0.0749595203337208,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1744,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0030659490448338,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1745,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,0.283867345374519,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1746,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0334455081975383,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1747,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.0483695601901202,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1748,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0014665645653425,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1749,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0030257944018214,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1750,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0004038963489485,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1751,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0038263092086977,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1752,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0035651224107539,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1753,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0632728009763701,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1754,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0044939294300673,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1755,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0523591704103029,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1756,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,0.946295123436815,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1757,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.171242188490174,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1758,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.100914830949623,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1759,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.27996800481907,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1760,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.550301073669659,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1761,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,0.0256221222484306,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1762,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.117270769937466,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1763,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.0290569920072914,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1764,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0019582607034637,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1765,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0010854000774914,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1766,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2.49402018701125e-05,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1767,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,0.0352309914742332,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1768,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0.0504220359297292,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1769,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0.110656501635221,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1770,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.002547240533913,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1771,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.645798427033695,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1772,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0001824579318423,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1773,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.18937623631549e-06,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1774,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.767028435541318,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1775,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,0.0200958651475923,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1776,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.0173235509770679,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1777,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.0131338598440228,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1778,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0307301846731756,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1779,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0.117629917963961,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1780,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.001630185988893,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1781,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.0061844957849479,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1782,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0.0809550105802944,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1783,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0045375148736599,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1784,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0028753116209534,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1785,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.310483624237419,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1786,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0081115907143955,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1787,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,0.0141969640356968,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1788,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,0.0006401061650267,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1789,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0064998544555214,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1790,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,0.00086481361676,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1791,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,0.0221826154305778,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1792,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0080865657115665,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1793,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,0.626765731447148,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1794,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.103073576359124,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1795,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.93000991977985e-05,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1796,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.139374698767867,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1797,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0.0335769466939118,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1798,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,0.0010795458713848,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1799,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0015064457434886,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1800,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0159266995915336,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1801,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.152006579612415,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1802,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,6.83295673961702e-06,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1803,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0050007337685714,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1804,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0019385470452513,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1805,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0.424702239367863,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1806,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1807,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.876461975204853,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1808,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0.0009479366379803,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1809,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,0.0039570512674305,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1810,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0.207779329804403,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1811,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0013256981574226,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1812,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0010854000774914,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1813,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1814,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0834836122442594,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1815,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0.0267267666551606,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1816,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,0.570928639628165,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1817,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0001733275327066,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1818,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0036840518157313,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1819,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0.26202505344318,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1820,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,0.0003242981071232,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1821,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0065175540204636,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1822,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0011031209222505,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1823,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,3.77882535220962e-07,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1824,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0.0658449677824401,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1825,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0019804421023181,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1826,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0.311270713828326,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1827,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0002771363440927,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1828,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0.0136874916170182,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1829,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0.035714873003348,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1830,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0062401873997902,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1831,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0008322325760784,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1832,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.7348624579352e-05,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1833,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,5.47335081942174e-05,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1834,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0.880720027656917,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1835,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,0.0014718865859046,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
